display_name,types,type,country_code,state,city,county,street,postal_code,address,latitude,longitude,phone,phone_type,email_1,email_1_title,email_1_first_name,email_1_last_name,email_2,email_2_title,email_2_first_name,email_2_last_name,email_3,email_3_title,email_3_first_name,email_3_last_name,linkedin,facebook,twitter,instagram,tiktok,whatsapp,youtube,site,site_ga_code,site_has_google_tag,site_has_fb_pixel,photo,photos_count,rating,rating_history,reviews,range,business_status,business_status_history,booking_appointment_link,menu_link,verified,owner_title,located_in,os_id,google_id,place_id,cid,gmb_link,located_os_id,working_hours,area_service,about,corp_name,corp_employees,corp_revenue,corp_founded_year,corp_is_public,added_at,updated_at,,,,,,,,,,,
Relais Dei Mandorli,"Hotel, Bed & Breakfast",Hotel,IT,province of bergamo,Bergamo,,"Via Luigi Calvetti, 9",24127,"Via Luigi Calvetti, 9, 24127 Bergamo BG",114011.15.00,10919.03.00,39035261572,Fixed Line,informazioni@relaisdeimandorli.it,,,,relaisdeimandorli@pec.it,,,,,,,,,,,,,,,https://www.relaisdeimandorli.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHpzUjoXlMqX74i9VKHRp-zpBxmjCyJetzCjle2nFgjP188EuxT-FWCiUMxX_xKt2OEkGlNbBa9Y0joolRD9vygZyQQAKHxf8cL4ZV_Ao3haFDXV4NoTqZYDle3nQxMSsBoJ_PeYOvgLWU7SriFmBcH73OX_59Vb29n89nn0VeDulf9ooQkn_Y94Q=w800-h500-k-no,106.0,4.6,"4.6 (Jan-2023), 4.6 (Jul-2023), 4.6 (Sep-2023), 4.6 (Nov-2023), 4.6 (Oct-2024)",107.0,,Operational,"Operational (Jan-2023), Operational (Jul-2023), Operational (Sep-2023), Operational (Nov-2023), Operational (Oct-2024)",,,TRUE,Relais Dei Mandorli,,537960c6883c06275404ff0b2725b299,0x4781519f7f40b0eb:0xadb76c9d346a62a6,ChIJ67BAf59RgUcRpmJqNJ1st60,12517593111744635558,https://google.com/maps/place/?q=place_id:ChIJ67BAf59RgUcRpmJqNJ1st60,,,FALSE,"{'Other': {'Spa': True, 'Free parking': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': None}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2021-03-05T16:46:43.394000,2024-10-19T01:12:10.807000,,,,,,,,,,,
Hotel Castellino Roma,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Cesare Battisti, 133",187,"Via Cesare Battisti, 133, 00187 Roma RM",149536.43.00,80460.59.00,390687165066,Fixed Line,info@hotelcastellinoroma.it,,,,ireland@bookassist.com,,,,reservations@hotelcastellinoroma.it,,,,,,,,,,,https://www.hotelcastellinoroma.it/,,,,https://lh5.googleusercontent.com/p/AF1QipPuezOyW7bTKEN0QsditMGyX2vn2bHH-V4XeQaf=w800-h500-k-no,151.0,4.2,"4.5 (May-2023), 4.5 (Jul-2023), 4.4 (Oct-2023), 4.4 (Jan-2024), 4.2 (May-2024)",110.0,4 stars,Operational,"Operational (May-2023), Operational (Jul-2023), Operational (Oct-2023), Operational (Jan-2024), Operational (May-2024)",,,TRUE,Hotel Castellino Roma,,38183f72e6b693c3d5e42d5502486ce9,0x132f604d3ee04f5d:0xf807ae295486242,ChIJXU_gPk1gLxMRQmJIleJ6gA8,1117027821173629506,https://google.com/maps/place/?q=place_id:ChIJXU_gPk1gLxMRQmJIleJ6gA8,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '10:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-11-17T12:37:55.537000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Hotel Villa San Pio,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Santa Melania, 19",153,"Via Santa Melania, 19, 00153 Roma RM",147027.52.00,12.480.847.899.999.900,3906570057,Mobile,info@aventinohotels.com,,,,info@hotelvillasanlorenzo.it,,,,piroli@aventinohotels.com,,,,,,,,,,,http://www.aventinohotels.com/villasanpio/,,,,https://lh5.googleusercontent.com/p/AF1QipMJ9dFDubVhG5EFXGrgySgSy6qdIA2WQ_KLsCyN=w800-h500-k-no,1902.0,4.5,"4.5 (Mar-2023), 4.5 (May-2023), 4.5 (Jan-2024), 4.5 (Apr-2024), 4.5 (Oct-2024)",1170.0,3 stars,Operational,"Operational (Mar-2023), Operational (May-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Hotel Villa San Pio,,1ba3f5eb193c24bd8549b133ded5a725,0x132f6033a915800f:0xd361729f46b66dd7,ChIJD4AVqTNgLxMR1222Rp9yYdM,15231581443155455447,https://google.com/maps/place/?q=place_id:ChIJD4AVqTNgLxMR1222Rp9yYdM,,,FALSE,"{'Other': {'Free breakfast': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '3 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,10,1000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:26:03.921000,,,,,,,,,,,
Hotel Benessere Acqua Rossa,"Hotel, Restaurant",Hotel,IT,province of viterbo,Viterbo,,"Str Teverina, 86",1100,"Str. Teverina, 86, 01100 Viterbo VT",79621.35.00,19132.29.00,390761251274,Fixed Line,info@leonderesort.it,,,,,,,,,,,,,,,,,,,http://www.leonderesort.it/,,,,https://lh5.googleusercontent.com/p/AF1QipMglmD_raeQavUMzKMAvXMSdw3bI31JHpEEUn8Y=w800-h500-k-no,638.0,4.4,"4.3 (Jul-2023), 4.4 (Oct-2023), 4.4 (Dec-2023), 4.4 (Jan-2024), 4.4 (Oct-2024)",614.0,3 stars,Operational,"Operational (Jul-2023), Operational (Oct-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Oct-2024)",https://secure.kosmosol.it/booking/v2/check-availability.php?h=acquarossa-viterbo&l=it%20,,TRUE,Hotel Benessere Acqua Rossa,,c0e20990036a6ae53e100ef30b39d034,0x132f2b007070c963:0xcafd8432b46f95b9,ChIJY8lwcAArLxMRuZVvtDKE_co,14626992518079681977,https://google.com/maps/place/?q=place_id:ChIJY8lwcAArLxMRuZVvtDKE_co,,,FALSE,"{'Other': {'Pool': True, 'Free parking': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '3 stars', 'Check-out time': '10:00', 'Check-in time': '14:30'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T04:55:14.797000,2024-10-19T01:19:29.640000,,,,,,,,,,,
Hotel Ripa,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Degli Orti Di Trastevere, 3",153,"Via degli Orti di Trastevere, 3, 00153 Roma RM",147135.53.00,7852.19.00,390658611,Mobile,events@hotelriparoma.com,,,,ibhripa.srl@legalmail.it,,,,marketing@hotelriparoma.com,,,,,,,,,,,http://www.hotelriparoma.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE3t7QPjyCIyy3aWELjIhcGUm215sFVaR5d4nAWeZWzrCj7JBU6cwna4ndiW3R0Zh5XhYqCDB7Jfo-yeqC47j8bpqmtbwrH_-IBX67iN79VSXcEjzJ14t4uwLrccaQGxcK_SUv2ycpSl1WSV7ftiOFXQd22Ce7s0wCSQWXa9rKyMbnQkNj7CSk=w800-h500-k-no,3172.0,4.0,"4.1 (Jan-2023), 4.1 (May-2023), 4.0 (Sep-2023), 4.0 (Jan-2024), 4.0 (Apr-2024)",2332.0,4 stars,Operational,"Operational (Jan-2023), Operational (May-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Hotel Ripa,,eb49eed1f9130c35d40afc4e877d3f0f,0x132f60383f250a05:0x44b725c7275f33b3,ChIJBQolPzhgLxMRszNfJ8clt0Q,4951467852606419891,https://google.com/maps/place/?q=place_id:ChIJBQolPzhgLxMRszNfJ8clt0Q,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2020-12-28T20:39:45.764000,2024-10-09T14:31:40.890000,,,,,,,,,,,
iRooms Spanish Steps,"Hotel, Bed & Breakfast, Love Hotel",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Vittoria, 32",187,"Via Vittoria, 32, 00187 Roma RM",1552.45.00,8013.06.00,39063222492,Landline,info@irooms.it,,,,info@iroomsrome.com,,,,inro@irooms.it,,,,,,,,,,,https://www.irooms.it/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE5TKABfQDBtiWKAHnxPIuHGvONshwSsEaBsnq4fN9fzHDx_282vjNf7EIesAAsMaQ6yBa1tzgnmW2tVS13Jazj7q9Ile06u5CetMXvCif08pHuzepEjosKTrF-NWR89JfiC8rrLXHMJ4W2scw6iutUryKi4AZH6kfTg6NVo-8waddhbSq5l780=w800-h500-k-no,218.0,3.9,"Undefined (May-2023), 3.8 (Aug-2023), 3.8 (Dec-2023), 3.8 (Jan-2024), 3.8 (Apr-2024)",66.0,4 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Dec-2023), Operational (Jan-2024), Operational (Apr-2024)",,,TRUE,Irooms Spanish Steps,,7b53d8410e43069c875d9ffbc2a06089,0x132f6055bdf3289f:0x4e9bc4e1a2a83a65,ChIJnyjzvVVgLxMRZTqoouHEm04,5664337429724150373,https://google.com/maps/place/?q=place_id:ChIJnyjzvVVgLxMRZTqoouHEm04,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10,1000000,,FALSE,2020-12-28T20:39:45.764000,2024-10-19T01:11:14.846000,,,,,,,,,,,
Hotel Imperiale,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Vittorio Veneto, 24",187,"Via Vittorio Veneto, 24, 00187 Roma RM",15122.26.00,8143.03.00,39064826351,Fixed Line,info@hotelimperialeroma.it,,,,info.hi@omniahotels.com,,,,,,,,,,,,,,,https://www.hotelimperialeroma.it/?utm_source=gbp,,,,https://lh5.googleusercontent.com/p/AF1QipOw5SblqZKb-nZagbGgyRHp5XVzTDS0W33MquJj=w800-h500-k-no,975.0,4.0,"4.0 (Jun-2023), 4.0 (Sep-2023), 4.0 (Jan-2024), 4.0 (Apr-2024), 4.0 (Jul-2024)",769.0,4 stelle,Operational,"Operational (Jun-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Jul-2024)",,,TRUE,Hotel Imperiale,,764f30d6cc94e9b11d13b64d4eecbf96,0x132f61aa4b2b3933:0x387789c7f867efb7,ChIJMzkrS6phLxMRt-9n-MeJdzg,4068872280311590839,https://google.com/maps/place/?q=place_id:ChIJMzkrS6phLxMRt-9n-MeJdzg,,,FALSE,"{'Other': {'Spa': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,50,10000000,,FALSE,2020-12-28T20:39:45.764000,2024-08-29T09:56:35.785000,,,,,,,,,,,
Roma In Relax,"Holiday Apartment Rental, Bed & Breakfast, Holiday Home, Hotel",Holiday Apartment Rental,IT,metropolitan city of rome capital,Rome,,"Via Ardea, 19",183,"Via Appia Nuova, 37, 00183 Roma RM",41.884.805.799.999.900,85161.47.00,393936389017,Mobile,info@romainrelax.it,,,,itten@libero.it,,,,,,,,,,,,,,,http://www.romainrelax.it/,,,,https://lh5.googleusercontent.com/p/AF1QipNok0DsM9WNR6lSYlLUodhLkIH3pJtFaDPCKkF8=w800-h500-k-no,74.0,4.8,"4.8 (Jun-2024), 4.8 (Jul-2024)",5.0,,Operational,"Operational (Jun-2024), Operational (Jul-2024)",,,TRUE,Roma In Relax,,92101be9dfc25f6de2bc34952ff3f3fc,0x132f622198641207:0x9e9e0649977e41be,ChIJBxJkmCFiLxMRvkF-l0kGnp4,11429579817456910782,https://google.com/maps/place/?q=place_id:ChIJBxJkmCFiLxMRvkF-l0kGnp4,,,FALSE,,,,,,,2021-05-08T17:19:00.154000,2024-07-22T23:49:16.556000,,,,,,,,,,,
Aurelia Antica Suites & Apartments,"Hotel, Serviced Accommodation",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Aurelia Antica, 425",165,"Via Aurelia Antica, 425, 00165 Roma RM",41.888.072.699.999.900,70837.14.00,393476382564,Mobile,info@suitesaureliaantica.com,,,,info@stpeters-spa.com,,,,,,,,,,,,,,,https://www.suitesaureliaantica.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGcEoeZKyyIAKcSsEm9eufagHDpaupYy_sMkPM44TIV4_LZd8XmuKnV3iZ2agbLYd6-QbsvIHoWje8QsO3YfBbVGKy-Eys3kdXFOaQP_jzfKwB5qHS4W3w-us5MEXvx8Mjn0yhTq1esIXoc-wC4eZ6crNDBuEirwiB_QIZ8QTNxWO2uqTAo6w8=w800-h500-k-no,121.0,4.7,"4.7 (May-2023), 4.7 (Aug-2023), 4.7 (Sep-2023), 4.8 (Jan-2024), 4.8 (May-2024)",153.0,3 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (May-2024)",,,TRUE,Aurelia Antica Suites & Apartments,,d43d3c25193e089907564f2c7e5cad1f,0x132f5fd629d83507:0x7ab2000178313ec8,ChIJBzXYKdZfLxMRyD4xeAEAsno,8841129024793165512,https://google.com/maps/place/?q=place_id:ChIJBzXYKdZfLxMRyD4xeAEAsno,,,FALSE,"{'Other': {'Pool': True, 'Spa': True, 'Free parking': True, 'Free Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-12-07T00:43:33.027000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Hotel Excelsior San Marco,"Hotel, Extended Stay Hotel",Hotel,IT,province of bergamo,Bergamo,,"Piazza Della Repubblica, 6",24122,"Piazza della Repubblica, 6, 24122 Bergamo BG",11681.09.00,111236.46.00,39035366111,Fixed Line,beniaminotomasoni@hotelsanmarco.com,,,,info@hotelsanmarco.com,,,,info@elitecarservice.eu,,,,,,,,,,,http://www.hotelsanmarco.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhELMz9wPlvBN9sag77x14dgLi4xNO9lmexEXzOqf5M-TezGStxXDUqeHHOXH-cTLBBlLcIkHaPBj-ukIhWVNyt3_g6cYWC4YSz1WWEGcWlpk-qBeUggqmZ2KYx2Z4YkrvOrkpw4NsGA8YDpdUVbNkN_swLZ5srHxUCpoHbXwj09jJsQwHYNDu40=w800-h500-k-no,2360,4.3,"4.3 (Jul-2023), 4.3 (Oct-2023), 4.3 (Nov-2023), 4.3 (Jan-2024), 4.3 (May-2024)",1716.0,4 stars,Operational,"Operational (Jul-2023), Operational (Oct-2023), Operational (Nov-2023), Operational (Jan-2024), Operational (May-2024)",,,TRUE,Hotel Excelsior San Marco,,eeb617681d13eda331e7179d19e93bf6,0x4781511169be99c3:0x6c9d3e20e6d53fb2,ChIJw5m-aRFRgUcRsj_V5iA-nWw,7826480038472400818,https://google.com/maps/place/?q=place_id:ChIJw5m-aRFRgUcRsj_V5iA-nWw,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '4 stars', 'Check-out time': '11:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-05T16:46:43.394000,2024-10-23T12:49:14.899000,,,,,,,,,,,
Bulgari Hotel Milano,"Hotel, Wedding Venue",Hotel,IT,metropolitan city of milan,Milan,,"Via Privata Fratelli Gabba, 7B",20121,"Via Privata Fratelli Gabba, 7B, 20121 Milano MI",78353.07.00,31598.19.00,39028058051,Fixed Line,alessandra.porta@bulgarihotels.com,Event Sales Manager,Alessandra,Porta,alice.briozzo@bulgarihotels.com,Human Resources Generalist,Alice,Briozzo,amr.mahmoud@bulgarihotels.com,Director-Engineering,Amr,Mahmoud,,,,,,,,https://www.bulgarihotels.com/en_US/milan?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,,,https://lh5.googleusercontent.com/p/AF1QipNib1fPVZ3zq4y-M2_KtjWlNi5yzJ7QBp0g8xSf=w800-h500-k-no,2143,4.6,"4.6 (May-2023), 4.6 (Aug-2023), 4.6 (Sep-2023), 4.6 (Nov-2023), 4.6 (Apr-2024)",1531,5 stars,Operational,"Operational (May-2023), Operational (Aug-2023), Operational (Sep-2023), Operational (Nov-2023), Operational (Apr-2024)",,,TRUE,Bulgari Hotel Stephen Abragan Milano,,d74c96f76f1209fc93cff4512244ba70,0x4786c6ac13947a4b:0x5158eeb426df10cd,ChIJS3qUE6zGhkcRzRDfJrTuWFE,5861697372536377549,https://google.com/maps/place/?q=place_id:ChIJS3qUE6zGhkcRzRDfJrTuWFE,,,FALSE,"{'Crowd': {'LGBTQ+ friendly': True}, 'Other': {'Pool': True, 'Spa': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '5 stars', 'Check-out time': '12:00', 'Check-in time': '15:00', 'LGBTQ+ friendly': True}, 'Amenities': {'Free Wi-Fi': True}}",,1000,10000000,,FALSE,2022-07-19T15:55:25.432000,2024-10-23T11:04:17.042000,,,,,,,,,,,
La Locanda del Borgo - Albergo Ristorante,"Hotel, Pizza Restaurant, Restaurant",Hotel,IT,metropolitan city of rome capital,Rome,,"Via Nomentana, Km 13 300",137,"Via Nomentana, 1330/Km 13.300, 00137 Roma RM",160783.28.00,99483.41.00,390641400352,Landline,info@lalocandadelborgo.com,,,,info@fbnet.it,,,,,,,,,,,,,,,http://www.lalocandadelborgo.com/,,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFMXJhPDXyCdha-gDDcGwh3SqZQ5Okvud4Bfns7_xxh_UinsFc-yGlCMrsx4_T3Bp5jjVIEYMSY3reO43jfQoVxXQNXzJ3qgAbxLj3jcli4pfEubt1dWwe63QKOyeDozrDHSStnr2paAw3b7b82tf-M685J7sId6bac3m92lrNSN5X6g_keqxKs=w800-h500-k-no,235.0,4.1,"4.1 (Sep-2022), 4.1 (Oct-2022), 4.1 (Nov-2022), 4.1 (Jul-2023), 4.1 (Jan-2024)",403.0,2 stars,Operational,"Operational (Sep-2022), Operational (Oct-2022), Operational (Nov-2022), Operational (Jul-2023), Operational (Jan-2024)",,,TRUE,La Locanda Del Borgo - Albergo Ristorante,,4ae62b7b2e45b7490602c5f05dd4fef6,0x132f64e7d04ee9d9:0x371df5f827205184,ChIJ2elO0OdkLxMRhFEgJ_j1HTc,3971600892567769476,https://google.com/maps/place/?q=place_id:ChIJ2elO0OdkLxMRhFEgJ_j1HTc,,,FALSE,"{'Other': {'Free parking': True, 'Free breakfast': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Star rating': '2 stars', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,,,,,2021-03-05T16:46:43.394000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Quality Hotel Nova Domus,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Girolamo Savonarola, 38",195,"Via Girolamo Savonarola, 38, 00195 Roma RM",152046.24.00,75114.51.00,393906399511,Mobile,Charisse_richards@choicehotels.Com,,Charisse,Richards,DAVID_WELCH@CHOICEHOTELS.COM,,David,Welch,MARY_KNIGHT@CHOICEHOTELS.COM,,Mary,Knight,,,,,,,,https://www.choicehotels.com/italy/rome/quality-inn-hotels/it437?mc=llgobeeu,,,,https://lh5.googleusercontent.com/p/AF1QipOKZTfPFUTuz5GLyqkBxR2aJzc9ouHyOe2OH9EE=w800-h500-k-no,1237.0,3.1,"3.4 (Oct-2022), 3.4 (Jan-2023), 3.3 (May-2023), 3.2 (Dec-2023), 3.2 (Jan-2024)",1554.0,4 stelle,Operational,"Operational (Oct-2022), Operational (Jan-2023), Operational (May-2023), Operational (Dec-2023), Operational (Jan-2024)",,,TRUE,Quality Hotel Nova Domus,,93f1e2fd67d5162696fc32463ed6f183,0x132f60881b3bdd23:0x16749c96a14d3cfd,ChIJI907G4hgLxMR_TxNoZacdBY,1618090336898071805,https://google.com/maps/place/?q=place_id:ChIJI907G4hgLxMR_TxNoZacdBY,,,FALSE,"{'Other': {'Free breakfast': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True, 'Free breakfast': True}}",,5000,10000000000,,TRUE,2020-11-11T00:10:05.758000,2024-10-11T21:19:28.499000,,,,,,,,,,,
Hotel 38,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via Luigi Canonica, 38",20154,"Via Luigi Canonica, 38, 20154 Milano MI",8031.55.00,2908.36.00,39023314751,Fixed Line,covepa@pec.it,,,,info@hotel38.it,,,,,,,,,,,,,,,http://www.hotel38.it/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=08JEGdmrqTQUlh0SN32aFg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=54.750248&pitch=0&thumbfov=100,1.0,,"3.9 (Jun-2022), Undefined (Aug-2022), Undefined (Sep-2022), 4.0 (Oct-2022), 4.0 (May-2024)",,3 stars,Operational,"Operational (Jun-2022), Operational (Aug-2022), Operational (Sep-2022), Operational (Oct-2022), Operational (May-2024)",,,TRUE,Hotel 38,,3c33cdd344933308d240cde7150cc0f7,0x4786c1388a6d935d:0x594f927c2980267f,ChIJXZNtijjBhkcRfyaAKXyST1k,6435523454505592447,https://google.com/maps/place/?q=place_id:ChIJXZNtijjBhkcRfyaAKXyST1k,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,,2021-03-07T03:29:51.233000,2024-05-28T19:24:39.854000,,,,,,,,,,,
Hotel NH Linate,Hotel,Hotel,IT,metropolitan city of milan,Milan,,"Via A Grandi, 12",20068,"Via A. Grandi, 12, 20068 Peschiera Borromeo MI",7413.41.00,4811.21.00,3902547768811,Fixed Line,a.aguirre@nh-hotels.com,Especialista Senior Rrhh,Alicia,Aguirre Rodríguez De Guzmán,a.disla@nh-hotels.com,Director Of Global Accounts,Amalia,Disla,a.koh@nh-hotels.com,Recruiter Manager,Aileen,Koh Maier,,,,,,,,https://www.nh-hotels.com/en/hotel/nh-linate?utm_campaign=local-gmb,,,,https://lh5.googleusercontent.com/p/AF1QipObEYo9ml_EYgcVXHqAUi8aCJtxK-FDRDULK1kf=w800-h500-k-no,559.0,3.9,"4.0 (Dec-2022), 4.0 (May-2023), 4.0 (Jun-2023), 3.9 (Nov-2023), 4.0 (Jan-2024)",661.0,4 stars,Operational,"Operational (Dec-2022), Operational (May-2023), Operational (Jun-2023), Operational (Nov-2023), Operational (Jan-2024)",,,TRUE,Hotel Nh Linate,,c10a4c61e9803405e5a07fc92a5d7a18,0x4786cf48cb063f71:0xbf3f7e41794f2def,ChIJcT8Gy0jPhkcR7y1PeUF-P78,13780872204450213359,https://google.com/maps/place/?q=place_id:ChIJcT8Gy0jPhkcR7y1PeUF-P78,,,FALSE,"{'Other': {'Free parking': True, 'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Star rating': '4 stars', 'Check-out time': '12:00', 'Check-in time': '15:00'}, 'Amenities': {'Free Wi-Fi': True}}",,10000,10000000,,TRUE,2021-03-05T16:46:43.394000,2024-10-19T01:13:18.968000,,,,,,,,,,,
Hotel Antica Locanda,Hotel,Hotel,IT,metropolitan city of rome capital,Rome,,"Via Del Boschetto, 84",184,"Via del Boschetto, 84, 00184 Roma RM",149410.28.00,81820.02.00,3906484894,Mobile,anticalocandaroma@gmail.com,,,,info@anticalocandaroma.it,,,,,,,,,,,,,,,http://www.anticalocandaroma.it/,,,,https://lh5.googleusercontent.com/p/AF1QipPKYf_i7YDlsizSCvfu4g-iDZUtAfIKz0rHGavd=w800-h500-k-no,517,4.3,"4.3 (Sep-2023), 4.3 (Jan-2024), 4.3 (Feb-2024), 4.3 (May-2024), 4.3 (Oct-2024)",339.0,3 stars,Operational,"Operational (Sep-2023), Operational (Jan-2024), Operational (Feb-2024), Operational (May-2024), Operational (Oct-2024)",,,TRUE,Hotel Antica Locanda,,89a472dd74cc3b473ffd1efa4330a2a7,0x132f61b1eb687d11:0x59cff319bcc0fc60,ChIJEX1o67FhLxMRYPzAvBnzz1k,6471658481421188192,https://google.com/maps/place/?q=place_id:ChIJEX1o67FhLxMRYPzAvBnzz1k,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-05T16:46:43.394000,2024-10-09T14:31:40.890000,,,,,,,,,,,
Lungotevere Suite,"Extended Stay Hotel, Hotel",Extended Stay Hotel,IT,metropolitan city of rome capital,Rome,,"Lungotevere Degli Artigiani, 20",153,"Lungotevere degli Artigiani, 20, 00153 Roma RM",145679.09.00,78319.09.00,390694518330,Fixed Line,emanuela.cianchetti@hotelplayers.it,,,,info@lungoteveresuite.com,,,,,,,,,,,,,,,http://lungoteveresuite.com/,,,,https://lh5.googleusercontent.com/p/AF1QipNmsjjJZVhpwwKUhxyclXIwnAV-DAQj-fXqiiN2=w800-h500-k-no,618.0,4.3,"4.2 (Aug-2023), 4.3 (Sep-2023), 4.3 (Jan-2024), 4.3 (Apr-2024), 4.3 (Oct-2024)",316.0,3 stars,Operational,"Operational (Aug-2023), Operational (Sep-2023), Operational (Jan-2024), Operational (Apr-2024), Operational (Oct-2024)",,,TRUE,Lungotevere Suite,,56134ce9439d895d20db48e82daa6600,0x132f6026452f2ebf:0x910be1df4a1a4c1b,ChIJvy4vRSZgLxMRG0waSt_hC5E,10451695709380561947,https://google.com/maps/place/?q=place_id:ChIJvy4vRSZgLxMRG0waSt_hC5E,,,FALSE,"{'Other': {'Free Wi-Fi': True, 'Air-conditioned': True, 'Breakfast': True, 'Wi-Fi': True, 'Star rating': '3 stars', 'Check-out time': '11:00', 'Check-in time': '14:00'}, 'Amenities': {'Free Wi-Fi': True}}",,,,,FALSE,2021-03-07T03:29:51.233000,2024-10-23T22:06:14.980000,,,,,,,,,,,
